sample_id,obs_id,strain_id,count
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_044,str_044,1392
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_044,str_044,1447
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_044,str_044,1308
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_044,str_044,1227
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_044,str_044,1236
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_044,str_044,1525
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_044,str_044,1394
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_044,str_044,1419
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_044,str_044,1446
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_045,str_045,1253
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_045,str_045,1147
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_045,str_045,1365
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_045,str_045,1296
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_045,str_045,1382
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_045,str_045,1269
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_045,str_045,1064
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_045,str_045,1079
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_045,str_045,1421
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_045,str_045,1233
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_045,str_045,1310
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_045,str_045,1208
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_045,str_045,1285
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_045,str_045,1174
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_045,str_045,1384
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_045,str_045,1259
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_045,str_045,1282
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_045,str_045,1146
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_046,str_046,1928
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_046,str_046,1653
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_046,str_046,1610
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_046,str_046,1419
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_046,str_046,1318
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_046,str_046,1084
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_046,str_046,1838
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_046,str_046,1550
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_046,str_046,1483
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_046,str_046,1462
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_046,str_046,1312
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_046,str_046,998
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_046,str_046,2085
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_046,str_046,1831
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_046,str_046,1389
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_046,str_046,1246
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_046,str_046,1262
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_046,str_046,1009
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_047,str_047,550
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_047,str_047,455
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_047,str_047,360
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_047,str_047,325
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_047,str_047,267
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_047,str_047,188
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_047,str_047,438
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_047,str_047,564
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_047,str_047,340
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_047,str_047,339
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_047,str_047,253
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_047,str_047,243
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_047,str_047,494
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_047,str_047,483
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_047,str_047,430
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_047,str_047,291
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_047,str_047,286
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_047,str_047,246
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_048,str_048,881
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_048,str_048,1006
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_048,str_048,1031
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_048,str_048,965
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_048,str_048,930
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_048,str_048,819
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_048,str_048,1048
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_048,str_048,998
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_048,str_048,973
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_048,str_048,975
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_048,str_048,879
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_048,str_048,827
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_048,str_048,804
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_048,str_048,1009
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_048,str_048,895
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_048,str_048,871
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_048,str_048,793
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_048,str_048,792
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_049,str_049,607
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_049,str_049,401
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_049,str_049,326
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_049,str_049,256
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_049,str_049,211
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_049,str_049,172
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_049,str_049,469
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_049,str_049,425
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_049,str_049,381
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_049,str_049,257
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_049,str_049,181
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_049,str_049,189
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_049,str_049,444
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_049,str_049,414
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_049,str_049,314
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_049,str_049,315
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_049,str_049,243
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_049,str_049,152
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_050,str_050,1737
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_050,str_050,1483
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_050,str_050,1182
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_050,str_050,915
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_050,str_050,758
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_050,str_050,577
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_050,str_050,1573
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_050,str_050,1585
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_050,str_050,1227
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_050,str_050,852
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_050,str_050,735
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_050,str_050,526
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_050,str_050,1838
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_050,str_050,1456
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_050,str_050,1136
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_050,str_050,970
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_050,str_050,739
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_050,str_050,628
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_051,str_051,1106
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_051,str_051,784
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_051,str_051,496
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_051,str_051,343
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_051,str_051,243
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_051,str_051,170
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_051,str_051,1127
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_051,str_051,731
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_051,str_051,527
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_051,str_051,329
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_051,str_051,269
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_051,str_051,162
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_051,str_051,1203
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_051,str_051,687
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_051,str_051,445
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_051,str_051,277
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_051,str_051,245
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_051,str_051,178
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_052,str_052,1026
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_052,str_052,1092
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_052,str_052,1142
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_052,str_052,1267
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_052,str_052,1195
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_052,str_052,1081
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_052,str_052,1211
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_052,str_052,1248
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_052,str_052,1315
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_052,str_052,1125
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_052,str_052,1103
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_052,str_052,1007
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_052,str_052,1276
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_052,str_052,1164
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_052,str_052,1263
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_052,str_052,1322
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_052,str_052,1224
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_052,str_052,1127
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_053,str_053,1251
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_053,str_053,1307
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_053,str_053,1331
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_053,str_053,1446
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_053,str_053,1111
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_053,str_053,1006
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_053,str_053,1192
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_053,str_053,1384
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_053,str_053,1266
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_053,str_053,1327
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_053,str_053,1171
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_053,str_053,1173
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_053,str_053,1175
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_053,str_053,1414
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_053,str_053,1280
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_053,str_053,1271
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_053,str_053,1109
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_053,str_053,1052
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_054,str_054,580
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_054,str_054,698
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_054,str_054,722
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_054,str_054,588
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_054,str_054,630
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_054,str_054,638
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_054,str_054,522
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_054,str_054,589
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_054,str_054,673
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_054,str_054,626
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_054,str_054,642
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_054,str_054,639
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_054,str_054,642
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_054,str_054,610
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_054,str_054,685
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_054,str_054,583
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_054,str_054,635
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_054,str_054,615
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_055,str_055,1152
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_055,str_055,1498
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_055,str_055,1491
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_055,str_055,1387
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_055,str_055,1243
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_055,str_055,1324
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_055,str_055,1349
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_055,str_055,1203
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_055,str_055,1582
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_055,str_055,1371
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_055,str_055,1246
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_055,str_055,1274
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_055,str_055,1299
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_055,str_055,1286
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_055,str_055,1399
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_055,str_055,1359
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_055,str_055,1280
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_055,str_055,1230
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_056,str_056,1140
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_056,str_056,1175
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_056,str_056,1067
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_056,str_056,1131
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_056,str_056,996
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_056,str_056,837
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_056,str_056,1292
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_056,str_056,1376
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_056,str_056,1093
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_056,str_056,1171
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_056,str_056,881
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_056,str_056,878
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_056,str_056,1376
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_056,str_056,1279
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_056,str_056,1161
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_056,str_056,1142
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_056,str_056,853
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_056,str_056,1031
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_057,str_057,735
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_057,str_057,786
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_057,str_057,605
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_057,str_057,609
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_057,str_057,577
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_057,str_057,676
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_057,str_057,566
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_057,str_057,726
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_057,str_057,637
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_057,str_057,684
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_057,str_057,648
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_057,str_057,667
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_057,str_057,794
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_057,str_057,708
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_057,str_057,756
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_057,str_057,660
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_057,str_057,663
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_057,str_057,611
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_058,str_058,553
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_058,str_058,534
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_058,str_058,405
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_058,str_058,296
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_058,str_058,252
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_058,str_058,255
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_058,str_058,613
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_058,str_058,564
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_058,str_058,429
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_058,str_058,364
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_058,str_058,257
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_058,str_058,190
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_058,str_058,771
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_058,str_058,508
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_058,str_058,541
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_058,str_058,334
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_058,str_058,252
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_058,str_058,181
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_059,str_059,918
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_059,str_059,707
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_059,str_059,452
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_059,str_059,418
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_059,str_059,306
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_059,str_059,256
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_059,str_059,888
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_059,str_059,729
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_059,str_059,515
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_059,str_059,363
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_059,str_059,269
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_059,str_059,243
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_059,str_059,828
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_059,str_059,718
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_059,str_059,480
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_059,str_059,387
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_059,str_059,276
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_059,str_059,248
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_060,str_060,798
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_060,str_060,869
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_060,str_060,795
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_060,str_060,772
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_060,str_060,777
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_060,str_060,711
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_060,str_060,647
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_060,str_060,927
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_060,str_060,742
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_060,str_060,883
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_060,str_060,819
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_060,str_060,675
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_060,str_060,1051
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_060,str_060,739
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_060,str_060,785
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_060,str_060,856
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_060,str_060,862
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_060,str_060,711
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_061,str_061,1097
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_061,str_061,911
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_061,str_061,940
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_061,str_061,846
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_061,str_061,737
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_061,str_061,634
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_061,str_061,968
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_061,str_061,984
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_061,str_061,933
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_061,str_061,805
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_061,str_061,772
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_061,str_061,717
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_061,str_061,886
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_061,str_061,966
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_061,str_061,925
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_061,str_061,716
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_061,str_061,720
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_061,str_061,794
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_062,str_062,849
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_062,str_062,1039
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_062,str_062,881
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_062,str_062,955
dose_4-rep_0-t_4,dose_4-rep_0-t_4-strain_str_062,str_062,835
dose_4-rep_0-t_5,dose_4-rep_0-t_5-strain_str_062,str_062,835
dose_4-rep_1-t_0,dose_4-rep_1-t_0-strain_str_062,str_062,1256
dose_4-rep_1-t_1,dose_4-rep_1-t_1-strain_str_062,str_062,842
dose_4-rep_1-t_2,dose_4-rep_1-t_2-strain_str_062,str_062,1034
dose_4-rep_1-t_3,dose_4-rep_1-t_3-strain_str_062,str_062,838
dose_4-rep_1-t_4,dose_4-rep_1-t_4-strain_str_062,str_062,846
dose_4-rep_1-t_5,dose_4-rep_1-t_5-strain_str_062,str_062,691
dose_4-rep_2-t_0,dose_4-rep_2-t_0-strain_str_062,str_062,1192
dose_4-rep_2-t_1,dose_4-rep_2-t_1-strain_str_062,str_062,926
dose_4-rep_2-t_2,dose_4-rep_2-t_2-strain_str_062,str_062,1038
dose_4-rep_2-t_3,dose_4-rep_2-t_3-strain_str_062,str_062,916
dose_4-rep_2-t_4,dose_4-rep_2-t_4-strain_str_062,str_062,867
dose_4-rep_2-t_5,dose_4-rep_2-t_5-strain_str_062,str_062,750
dose_4-rep_0-t_0,dose_4-rep_0-t_0-strain_str_063,str_063,884
dose_4-rep_0-t_1,dose_4-rep_0-t_1-strain_str_063,str_063,844
dose_4-rep_0-t_2,dose_4-rep_0-t_2-strain_str_063,str_063,832
dose_4-rep_0-t_3,dose_4-rep_0-t_3-strain_str_063,str_063,867
